tweet_id,cleaned_text,text,topic,topic_str,topic_sortedc_str
1.03E+18,Great idea. Although the business is in terminal decline. #postoffice #ElectricVehicles #RoyalMail  ,Great idea. Although the business is in terminal decline. #postoffice #ElectricVehicles #RoyalMail  https://t.co/6LacIeT0pN,"['order', 'stop', 'osop', 'processing']",order stop osop processing,order osop processing stop
7.49E+17,#royalmail ridiculous rule not being able to send perfume etc by post. Why is this and why even use the post? No point.,#royalmail ridiculous rule not being able to send perfume etc by post. Why is this and why even use the post? No point.,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.48E+17,#RoyalMail and it's 50 year delivery ,#RoyalMail and it's 50 year delivery https://t.co/jVPEoKCIVT,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.49E+17,So #royalmail not delivering despite same address just different door @RoyalMail,So #royalmail not delivering despite same address just different door @RoyalMail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.50E+17,Ask #royalmail  if you've paid enough postage sending your #NHSBursary evidence. ,Ask #royalmail https://t.co/T5XFdnVwrn if you've paid enough postage sending your #NHSBursary evidence. https://t.co/WH61hfR9A9,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.50E+17,#royalmail this how my post arrived today #emptyenvelope where is the contents? ,#royalmail this how my post arrived today #emptyenvelope where is the contents? https://t.co/3f4cxtiT4h,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.50E+17,Is that a young @Gove2016 on the stamp #RoyalMail ,Is that a young @Gove2016 on the stamp #RoyalMail https://t.co/iDec7HGllN,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.51E+17,When lost in the muddle of Temple your best hope is always the postman- thanks #royalmail,When lost in the muddle of Temple your best hope is always the postman- thanks #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.51E+17,Bloody #RoyalMail yet again another birthday parcel gone missing this year #Grrrrr,Bloody #RoyalMail yet again another birthday parcel gone missing this year #Grrrrr,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.51E+17,Another idiotic anti cyclist sticker I spotted today on a #royalmail… ,Another idiotic anti cyclist sticker I spotted today on a #royalmail… https://t.co/WtGYh7LMTm,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.51E+17,Thank you postie :) #royalmail,Thank you postie :) #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.51E+17,love 'missing' a parcel from #RoyalMail when i was stood outside my front door the time you reckon you delivered! @RoyalMail,love 'missing' a parcel from #RoyalMail when i was stood outside my front door the time you reckon you delivered! @RoyalMail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.52E+17,#post office #royalmail can you not read do not bend? Infuriated my degree certificate has a bend in it! ,#post office #royalmail can you not read do not bend? Infuriated my degree certificate has a bend in it! https://t.co/7u4hOHV6Kh,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.52E+17,Use Special Delivery post to track your #NHSBursary supporting evidence and to make a claim from #royalmail if documents get lost in transit,Use Special Delivery post to track your #NHSBursary supporting evidence and to make a claim from #royalmail if documents get lost in transit,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.53E+17,Making direct mail a family affair #royalmail ,Making direct mail a family affair #royalmail https://t.co/4KeawvbTNL,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.53E+17,Today was a good #royalmail day! ,Today was a good #royalmail day! https://t.co/uFq4Uf4LP7,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.53E+17,Made complaint at #royalmail as the postman opened my door and placed my parcel on my hallway floor then walked back out #rude,Made complaint at #royalmail as the postman opened my door and placed my parcel on my hallway floor then walked back out #rude,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.53E+17,Well my coffee stain in work was very surprised to see me this morning !!! #Coventry #royalmail… ,Well my coffee stain in work was very surprised to see me this morning !!! #Coventry #royalmail… https://t.co/013LKJg1Y7,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.53E+17,@BBCNews look: the Queen gets an afternoon delivery from the #royalmail ! Just because her head's on the stamp... #buckinghampalace,@BBCNews look: the Queen gets an afternoon delivery from the #royalmail ! Just because her head's on the stamp... #buckinghampalace,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.53E+17,#royalmail this was folded in half stuck out my post box it cleary doesnt fit. Can your posties read? ,#royalmail this was folded in half stuck out my post box it cleary doesnt fit. Can your posties read? https://t.co/oQG7b8irpI,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.54E+17,"@modacitylife @PostNL yet in UK now all vans then on foot. Odd solution but then our #royalmail is now private company, :(","@modacitylife @PostNL yet in UK now all vans then on foot. Odd solution but then our #royalmail is now private company, :(","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.54E+17,#Royalmail - Moya Greene - you fail the USO every delivery day in the DE postcode. This is the only way forward. ,#Royalmail - Moya Greene - you fail the USO every delivery day in the DE postcode. This is the only way forward. https://t.co/PAkjfVQhZp,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.54E+17,@pinkperlz they all look like they got there in great condition !! #royalmail,@pinkperlz they all look like they got there in great condition !! #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.55E+17,Yay. Thanx #RoyalMail Horsham delivery office for my missing an important medical appt!!!!!!!!!!!!,Yay. Thanx #RoyalMail Horsham delivery office for my missing an important medical appt!!!!!!!!!!!!,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.55E+17,Swear I feel like boxing up my post man!! Delivering my stuff to other addresses #Retard #Royalmail,Swear I feel like boxing up my post man!! Delivering my stuff to other addresses #Retard #Royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.55E+17,Looking slick #royalmail ,Looking slick #royalmail https://t.co/73B244bxFr,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.55E+17,"#BT home hub designed to fit through letterbox, yet another #EpicFail from #RoyalMail who have took mine back to the depot.","#BT home hub designed to fit through letterbox, yet another #EpicFail from #RoyalMail who have took mine back to the depot.","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.55E+17,Who the fuck ordered summer. Must have come by #royalmail cos it's a bit late,Who the fuck ordered summer. Must have come by #royalmail cos it's a bit late,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.55E+17,#royalmail discusted with your service why do I pay postage fees,#royalmail discusted with your service why do I pay postage fees,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.56E+17,These cards are the bane of my life #royalmail #painintheass @ Lerwick ,These cards are the bane of my life #royalmail #painintheass @ Lerwick https://t.co/RHQuOwRVkW,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.56E+17,"Got email from #Alpkit yesterday saying Hunka XL bivvy dispatched, unfortunately #royalmail have it so when will it arrive !! ??","Got email from #Alpkit yesterday saying Hunka XL bivvy dispatched, unfortunately #royalmail have it so when will it arrive !! ??","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.56E+17,"The post mans been again 🙊 #postman #royalmail @ Edinburgh, United Kingdom ","The post mans been again 🙊 #postman #royalmail @ Edinburgh, United Kingdom https://t.co/s1WzAqVHUu","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.56E+17,quite a comfort that sth w/ the queen's head stuck on arrives faster than sth w/out posted 2 wks before #royalmail ,quite a comfort that sth w/ the queen's head stuck on arrives faster than sth w/out posted 2 wks before #royalmail https://t.co/cQYzgA7lzC,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.56E+17,"#royalmail shocking service! Paid to have post redirected and it's not been happening, today my friend found my mail on the ground outside!","#royalmail shocking service! Paid to have post redirected and it's not been happening, today my friend found my mail on the ground outside!","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.57E+17,@RoyalMail what ever member of #royalmail staff who stole £20 and two birthday cards and them posted a empty envelope your a bad person,@RoyalMail what ever member of #royalmail staff who stole £20 and two birthday cards and them posted a empty envelope your a bad person,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.58E+17, Thieving #Leyland postman who stole birthday gifts avoids jail - 12 mths suspend #RoyalMail ,https://t.co/1Hbw38yX8c Thieving #Leyland postman who stole birthday gifts avoids jail - 12 mths suspend #RoyalMail https://t.co/SWuTvv8WYc,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.58E+17,@RoyalMail as usual the order placed for delivery bags 10 days ago not yet arrived this is quite standard for #royalmail now adats,@RoyalMail as usual the order placed for delivery bags 10 days ago not yet arrived this is quite standard for #royalmail now adats,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.59E+17,#RoyalMail guide to tackle home mover data decay. Read more: ,#RoyalMail guide to tackle home mover data decay. Read more: https://t.co/ptT9VyT4HO,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.59E+17,The postie left óur mail on the doorstep this morning.. including a financial statement.  #royalmail.,The postie left óur mail on the doorstep this morning.. including a financial statement.  #royalmail.,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.59E+17,Having a total nightmare with #royalmail today. 1 forged signature for delivery and 2 missing packages! ,Having a total nightmare with #royalmail today. 1 forged signature for delivery and 2 missing packages! https://t.co/Q68Pv6L4gY,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.59E+17,"Black &amp; White cats everywhere just let out a crying meow.
Om pom pom...
:(
#postmanpat #kenbarrie #royalmail ","Black &amp; White cats everywhere just let out a crying meow.
Om pom pom...
:(
#postmanpat #kenbarrie #royalmail https://t.co/4Q9G5WxN3X","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.60E+17,@intlspectator if #RoyalMail is responsible for the delivery then that explains it.,@intlspectator if #RoyalMail is responsible for the delivery then that explains it.,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.60E+17,Water park in the hotel is ok but a good magazine is always better lol #royalmail… ,Water park in the hotel is ok but a good magazine is always better lol #royalmail… https://t.co/LAbHb2h4pg,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.60E+17,Cant go Dom rep without a good read #royaltonpuntacana #royalmail#holiday @cr250222 dunkitorelse ,Cant go Dom rep without a good read #royaltonpuntacana #royalmail#holiday @cr250222 dunkitorelse https://t.co/uJS4KE7knH,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.61E+17,@vfestival had major dramas with #royalmail postman signing for #vfest tickets on my behalf! ,@vfestival had major dramas with #royalmail postman signing for #vfest tickets on my behalf! https://t.co/7yBiuFiY26,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.61E+17,Use Special Delivery post to track your #NHSBursary evidence. Make a claim from #royalmail if docs lost in transit. ,Use Special Delivery post to track your #NHSBursary evidence. Make a claim from #royalmail if docs lost in transit. https://t.co/yag8iBJZDd,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.62E+17,#rmg #ROYALMAIL - Spanish competition authority investigation,#rmg #ROYALMAIL - Spanish competition authority investigation,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.62E+17,Card for me to take and collect at a office 2 miles from my house! Rant over your service is shit! #royalmail,Card for me to take and collect at a office 2 miles from my house! Rant over your service is shit! #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.62E+17,Love that it takes an implied 8 days for #RoyalMail to work out who to pass your email to ,Love that it takes an implied 8 days for #RoyalMail to work out who to pass your email to https://t.co/Ad2j25sLBi,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.63E+17,@clarebalding @mrdanwalker Have we having golden post boxes this time round? #RoyalMail,@clarebalding @mrdanwalker Have we having golden post boxes this time round? #RoyalMail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.63E+17,@derekwalker31 @Deal_Town good to see that #royalmail have respond to my request to repaint the letterbox,@derekwalker31 @Deal_Town good to see that #royalmail have respond to my request to repaint the letterbox,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.64E+17,#royalmail workers to be hit with big cut to pension schemes,#royalmail workers to be hit with big cut to pension schemes,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.63E+17,Return To Sender by Jessma Carter sees a mix-up with a letter. #RoyalMail #postman,Return To Sender by Jessma Carter sees a mix-up with a letter. #RoyalMail #postman,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.63E+17,not impressed with #royalmail they manage to drop off my neighbors junk mail but not my copy of #NoMansSky :(,not impressed with #royalmail they manage to drop off my neighbors junk mail but not my copy of #NoMansSky :(,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.64E+17,#RoyalMail union threatens strike to protest #pension plan freeze ,#RoyalMail union threatens strike to protest #pension plan freeze https://t.co/sDDLmSJBN5,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.64E+17,On what planet is it ok for the postman to leave u shitty messages on your card when ur not home to sign for something?! #rude #royalmail,On what planet is it ok for the postman to leave u shitty messages on your card when ur not home to sign for something?! #rude #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.64E+17,#Unions threaten battle with #RoyalMail over #pension scheme change ,#Unions threaten battle with #RoyalMail over #pension scheme change https://t.co/Em1I6m2fwh,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.64E+17,Time to get it together #royalmail.,Time to get it together #royalmail.,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.65E+17,"@pastirka And even if you had a planed retirement pot some bugger will go sailing off with pension money #BHS ,#royalmail","@pastirka And even if you had a planed retirement pot some bugger will go sailing off with pension money #BHS ,#royalmail","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.66E+17,#royalmail customer services #rude,#royalmail customer services #rude,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.66E+17,Use Special Delivery post to track your #NHSBursary evidence and to make a claim from #royalmail if docs get lost ,Use Special Delivery post to track your #NHSBursary evidence and to make a claim from #royalmail if docs get lost https://t.co/4OaRBX6k2K,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.66E+17,#royalmail card again as failed to deliver parcel. Funny how other delivery company left my Amazon parcel with neighbour! #rubbishmail,#royalmail card again as failed to deliver parcel. Funny how other delivery company left my Amazon parcel with neighbour! #rubbishmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.66E+17,When you have a lazy lying postman who can't even be arsed to buzz my door but instead give me a collect ticket #royalmail,When you have a lazy lying postman who can't even be arsed to buzz my door but instead give me a collect ticket #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.67E+17,Nice way for one of #RoyalMail's finest to deliver my post!!! ,Nice way for one of #RoyalMail's finest to deliver my post!!! https://t.co/5osSRpHcZf,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.67E+17,Ingenious postman in Ireland manages to deliver letter addressed to  the good old #royalmail @antonthom40,Ingenious postman in Ireland manages to deliver letter addressed to https://t.co/UA6IKmKYtL the good old #royalmail @antonthom40,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.69E+17,"Certainly have arrived, just got inside to find our first piece if post poking through the door #royalmail #rugby ","Certainly have arrived, just got inside to find our first piece if post poking through the door #royalmail #rugby https://t.co/K07LATXzQX","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.68E+17,"@wildbangarang I feel important, the #Royalmail is delivering my package and its almost here! Thank you","@wildbangarang I feel important, the #Royalmail is delivering my package and its almost here! Thank you","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.69E+17,Our postman used to deliver way before 12pm now we are very lucky to receive mail any time before 3pm 😡 #royalmail,Our postman used to deliver way before 12pm now we are very lucky to receive mail any time before 3pm 😡 #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.71E+17,Shocked and appalled at relocation of Droylsden #RoyalMail delivery office announced in letter to me from bosses today#saveRoyalMail #fight,Shocked and appalled at relocation of Droylsden #RoyalMail delivery office announced in letter to me from bosses today#saveRoyalMail #fight,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.71E+17,#royalmail delivery ,#royalmail delivery https://t.co/3PQgFr9JZJ,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.71E+17,Has any one have experience with royal mail international signed ?#royalmail,Has any one have experience with royal mail international signed ?#royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.71E+17,@ReutersBiz #royalmail shortage of mail sacks users complaining can not send parcels that should reflect in next quarter downside,@ReutersBiz #royalmail shortage of mail sacks users complaining can not send parcels that should reflect in next quarter downside,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.71E+17,Disappointed but not surprised that privatised #royalmail First Class no longer means next day delivery #profitbeforeservice,Disappointed but not surprised that privatised #royalmail First Class no longer means next day delivery #profitbeforeservice,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.71E+17,"@DisBayParkAbuse Driver ""would have moved once off phone"" me: Ur not moving til a mgr is here"" coombs wd #royalmail ","@DisBayParkAbuse Driver ""would have moved once off phone"" me: Ur not moving til a mgr is here"" coombs wd #royalmail https://t.co/aPHZnTqHcD","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.72E+17,#royalmail where is our letters. May through to July. Blaming you are #Concentrixputtingfamiliesintopoverty,#royalmail where is our letters. May through to July. Blaming you are #Concentrixputtingfamiliesintopoverty,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.72E+17,@RoyalMail did the postie have a chew on my letter before delivering it?! #royalmail #notimpressed ,@RoyalMail did the postie have a chew on my letter before delivering it?! #royalmail #notimpressed https://t.co/AgGQ2Ugf1y,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.72E+17,@MattCaponeEsq the largest postbox in the business! #royalmail,@MattCaponeEsq the largest postbox in the business! #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.73E+17,#RoyalMail are fucking useless,#RoyalMail are fucking useless,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.73E+17,Torquay is hotspot for online shopping at Easter ##RoyalMail... ,Torquay is hotspot for online shopping at Easter ##RoyalMail... https://t.co/Ou2PqdlJZl,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.74E+17,Knifeman steals hundreds of pounds during raid at service...  #RoyalMail,Knifeman steals hundreds of pounds during raid at service... https://t.co/NJCutI02vg #RoyalMail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.74E+17,Good news indeed #royalmail ,Good news indeed #royalmail https://t.co/S5Ln0lyIqQ,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.74E+17,"Just received letter from lovely stranger in Wiltshire enclosing mail addressed to me, delivered to him by #RoyalMail. I live in London. Wow","Just received letter from lovely stranger in Wiltshire enclosing mail addressed to me, delivered to him by #RoyalMail. I live in London. Wow","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.74E+17,"From river postmen to Royal unions, Royal Mail celebrates 500...  #royalmail","From river postmen to Royal unions, Royal Mail celebrates 500... https://t.co/0RxHUEYEss #royalmail","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.74E+17,Security alert at Royal Mail postal sorting office in Mallusk...  #royalmail,Security alert at Royal Mail postal sorting office in Mallusk... https://t.co/V7aE2sOA32 #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.74E+17,You can always rely on #RoyalMail to lose your post 😡,You can always rely on #RoyalMail to lose your post 😡,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.74E+17,When the @RoyalMail postman turns delivers my parcel still pissed from the night before #RoyalMail ,When the @RoyalMail postman turns delivers my parcel still pissed from the night before #RoyalMail https://t.co/ecPZp65iwz,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.74E+17,disgusted a@#royalmail sent a £20 gift card by recorded delivery and some toe rag @#royalmail has nicked the gift card!!!!!!,disgusted a@#royalmail sent a £20 gift card by recorded delivery and some toe rag @#royalmail has nicked the gift card!!!!!!,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.74E+17,More #royalmail from Harry! ,More #royalmail from Harry! https://t.co/1nnVVpCDPj,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.75E+17,@kpowell84 @TheSun that Amazon company will forever be inferior to us! #royalmail 👊📮,@kpowell84 @TheSun that Amazon company will forever be inferior to us! #royalmail 👊📮,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.76E+17,#RoyalMail releases #AgathaChristie stamps with hidden clues ,#RoyalMail releases #AgathaChristie stamps with hidden clues https://t.co/MEkGzr9smm,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.76E+17,New Agatha Christie stamps deliver hidden clues  ,New Agatha Christie stamps deliver hidden clues https://t.co/7MiTsa3BRp https://t.co/Mu3lHu0XOw,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.77E+17,#RoyalMail plastic tag found on the beach at Dungeness 16/9/16  wonder what it is?? #2minutebeachclean ,#RoyalMail plastic tag found on the beach at Dungeness 16/9/16  wonder what it is?? #2minutebeachclean https://t.co/dSwz455HnX,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.77E+17,When you're super pissed off cause your postman shit it instead of just shoving @NBA2K through the postbox. #struggling #royalmail,When you're super pissed off cause your postman shit it instead of just shoving @NBA2K through the postbox. #struggling #royalmail,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.77E+17,"@PeterFolley new job oppo for you then?
#makingtheperfectpostie
#royalmail","@PeterFolley new job oppo for you then?
#makingtheperfectpostie
#royalmail","['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.77E+17,#royalmail @RoyalMail every time there moving our bin we are sick of it there have been asked to to us the sort cut ,#royalmail @RoyalMail every time there moving our bin we are sick of it there have been asked to to us the sort cut https://t.co/Pg5JfTYvFT,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
7.78E+17,Might #RoyalMail get rid of the humble red postbox?  ,Might #RoyalMail get rid of the humble red postbox?  https://t.co/hTywXLpTmr,"['service', 'letter', 'strike', 'mail']",service letter strike mail,letter mail service strike
